,Year,County,Property_type,mean_inventory,Median_sales_price,county_ascii,lat,lng
1594,2020,Santa Barbara,Condo/Co-op,99.45,652500,Santa Barbara,34.6729,-120.0165
1595,2020,Santa Barbara,Multi-Family (2-4 Unit),26.73,1069886.36,Santa Barbara,34.6729,-120.0165
1596,2020,Santa Barbara,Single Family Residential,649,810863.64,Santa Barbara,34.6729,-120.0165
1597,2020,Santa Barbara,Townhouse,39.27,834377.36,Santa Barbara,34.6729,-120.0165
1598,2021,Santa Barbara,All Residential,490,905977.27,Santa Barbara,34.6729,-120.0165
1599,2021,Santa Barbara,Condo/Co-op,56.18,750613.64,Santa Barbara,34.6729,-120.0165
1600,2021,Santa Barbara,Multi-Family (2-4 Unit),19.09,1377090.91,Santa Barbara,34.6729,-120.0165
1601,2021,Santa Barbara,Single Family Residential,393.36,967500,Santa Barbara,34.6729,-120.0165
1602,2021,Santa Barbara,Townhouse,21.36,972022.73,Santa Barbara,34.6729,-120.0165
1603,2022,Santa Barbara,All Residential,622,1625000,Santa Barbara,34.6729,-120.0165
1604,2022,Santa Barbara,Condo/Co-op,59,1355000,Santa Barbara,34.6729,-120.0165
1605,2022,Santa Barbara,Multi-Family (2-4 Unit),24,2548750,Santa Barbara,34.6729,-120.0165
1606,2022,Santa Barbara,Single Family Residential,517,1648000,Santa Barbara,34.6729,-120.0165
1607,2022,Santa Barbara,Townhouse,22,1875500,Santa Barbara,34.6729,-120.0165
1608,2012,Santa Clara,All Residential,2070.64,602689.45,Santa Clara,37.2318,-121.6951
1609,2012,Santa Clara,Condo/Co-op,278.73,326045.45,Santa Clara,37.2318,-121.6951
1610,2012,Santa Clara,Multi-Family (2-4 Unit),76,738013.64,Santa Clara,37.2318,-121.6951
1611,2012,Santa Clara,Single Family Residential,1537.09,684886.36,Santa Clara,37.2318,-121.6951
1612,2012,Santa Clara,Townhouse,178.82,512186,Santa Clara,37.2318,-121.6951
1613,2013,Santa Clara,All Residential,1775.64,737913.64,Santa Clara,37.2318,-121.6951
1614,2013,Santa Clara,Condo/Co-op,269.36,442772.73,Santa Clara,37.2318,-121.6951
1615,2013,Santa Clara,Multi-Family (2-4 Unit),80.64,864918.18,Santa Clara,37.2318,-121.6951
1616,2013,Santa Clara,Single Family Residential,1257.64,838636.36,Santa Clara,37.2318,-121.6951
1617,2013,Santa Clara,Townhouse,168,636801.77,Santa Clara,37.2318,-121.6951
1618,2014,Santa Clara,All Residential,1820.91,814454.55,Santa Clara,37.2318,-121.6951
1619,2014,Santa Clara,Condo/Co-op,249.45,496636.36,Santa Clara,37.2318,-121.6951
1620,2014,Santa Clara,Multi-Family (2-4 Unit),72.36,981090.91,Santa Clara,37.2318,-121.6951
1621,2014,Santa Clara,Single Family Residential,1337.82,927250,Santa Clara,37.2318,-121.6951
1622,2014,Santa Clara,Townhouse,161.27,693494.77,Santa Clara,37.2318,-121.6951
1623,2015,Santa Clara,All Residential,1791.82,912363.64,Santa Clara,37.2318,-121.6951
1624,2015,Santa Clara,Condo/Co-op,218.36,579500,Santa Clara,37.2318,-121.6951
1625,2015,Santa Clara,Multi-Family (2-4 Unit),62.36,1076272.73,Santa Clara,37.2318,-121.6951
1626,2015,Santa Clara,Single Family Residential,1366.45,1025739.45,Santa Clara,37.2318,-121.6951
1627,2015,Santa Clara,Townhouse,144.64,778980,Santa Clara,37.2318,-121.6951
1628,2016,Santa Clara,All Residential,2122.73,971886.36,Santa Clara,37.2318,-121.6951
1629,2016,Santa Clara,Condo/Co-op,329.73,630818.18,Santa Clara,37.2318,-121.6951
1630,2016,Santa Clara,Multi-Family (2-4 Unit),69.09,1255681.82,Santa Clara,37.2318,-121.6951
1631,2016,Santa Clara,Single Family Residential,1539.27,1103068.18,Santa Clara,37.2318,-121.6951
1632,2016,Santa Clara,Townhouse,184.64,857977.27,Santa Clara,37.2318,-121.6951
1633,2017,Santa Clara,All Residential,1355.64,1104909.09,Santa Clara,37.2318,-121.6951
1634,2017,Santa Clara,Condo/Co-op,190.55,692750,Santa Clara,37.2318,-121.6951
1635,2017,Santa Clara,Multi-Family (2-4 Unit),54.82,1408545.45,Santa Clara,37.2318,-121.6951
1636,2017,Santa Clara,Single Family Residential,1005.91,1267272.73,Santa Clara,37.2318,-121.6951
1637,2017,Santa Clara,Townhouse,104.36,981185.91,Santa Clara,37.2318,-121.6951
1638,2018,Santa Clara,All Residential,1763.55,1296727.27,Santa Clara,37.2318,-121.6951
1639,2018,Santa Clara,Condo/Co-op,280.27,828118.18,Santa Clara,37.2318,-121.6951
1640,2018,Santa Clara,Multi-Family (2-4 Unit),65.45,1598068.18,Santa Clara,37.2318,-121.6951
1641,2018,Santa Clara,Single Family Residential,1250.73,1436613.64,Santa Clara,37.2318,-121.6951
1642,2018,Santa Clara,Townhouse,167.09,1185795.45,Santa Clara,37.2318,-121.6951
1643,2019,Santa Clara,All Residential,2317.18,1227090.91,Santa Clara,37.2318,-121.6951
1644,2019,Santa Clara,Condo/Co-op,461.18,783590.91,Santa Clara,37.2318,-121.6951
1645,2019,Santa Clara,Multi-Family (2-4 Unit),65.45,1581908.64,Santa Clara,37.2318,-121.6951
1646,2019,Santa Clara,Single Family Residential,1520.09,1364227.27,Santa Clara,37.2318,-121.6951
1647,2019,Santa Clara,Townhouse,270.45,1048740.82,Santa Clara,37.2318,-121.6951
1648,2020,Santa Clara,All Residential,1886.91,1318386.36,Santa Clara,37.2318,-121.6951
1649,2020,Santa Clara,Condo/Co-op,466.27,764615.68,Santa Clara,37.2318,-121.6951
1650,2020,Santa Clara,Multi-Family (2-4 Unit),73.09,1645795.45,Santa Clara,37.2318,-121.6951
1651,2020,Santa Clara,Single Family Residential,1139.18,1490340.82,Santa Clara,37.2318,-121.6951
1652,2020,Santa Clara,Townhouse,208.36,1069272.73,Santa Clara,37.2318,-121.6951
1653,2021,Santa Clara,All Residential,1437,1488545.45,Santa Clara,37.2318,-121.6951
1654,2021,Santa Clara,Condo/Co-op,381.27,801022.73,Santa Clara,37.2318,-121.6951
1655,2021,Santa Clara,Multi-Family (2-4 Unit),67.91,1732340.91,Santa Clara,37.2318,-121.6951
1656,2021,Santa Clara,Single Family Residential,819.45,1742318.18,Santa Clara,37.2318,-121.6951
1657,2021,Santa Clara,Townhouse,168.36,1229840.91,Santa Clara,37.2318,-121.6951
1658,2022,Santa Clara,All Residential,1274,2880000,Santa Clara,37.2318,-121.6951
1659,2022,Santa Clara,Condo/Co-op,260,1535500,Santa Clara,37.2318,-121.6951
1660,2022,Santa Clara,Multi-Family (2-4 Unit),76,3284000,Santa Clara,37.2318,-121.6951
1661,2022,Santa Clara,Single Family Residential,800,3478000,Santa Clara,37.2318,-121.6951
1662,2022,Santa Clara,Townhouse,138,2453500,Santa Clara,37.2318,-121.6951
1663,2012,Santa Cruz,All Residential,687.27,500568.18,Santa Cruz,37.0562,-122.0018
1664,2012,Santa Cruz,Condo/Co-op,88.36,313450,Santa Cruz,37.0562,-122.0018
1665,2012,Santa Cruz,Multi-Family (2-4 Unit),22.82,593250,Santa Cruz,37.0562,-122.0018
1666,2012,Santa Cruz,Single Family Residential,528,550670.45,Santa Cruz,37.0562,-122.0018
1667,2012,Santa Cruz,Townhouse,48.09,351613.64,Santa Cruz,37.0562,-122.0018
1668,2013,Santa Cruz,All Residential,565.45,600636.36,Santa Cruz,37.0562,-122.0018
1669,2013,Santa Cruz,Condo/Co-op,84.55,381031.82,Santa Cruz,37.0562,-122.0018
1670,2013,Santa Cruz,Multi-Family (2-4 Unit),21.18,744045.45,Santa Cruz,37.0562,-122.0018
1671,2013,Santa Cruz,Single Family Residential,432.18,650127.27,Santa Cruz,37.0562,-122.0018
1672,2013,Santa Cruz,Townhouse,27.55,446533.41,Santa Cruz,37.0562,-122.0018
1673,2014,Santa Cruz,All Residential,553,669568.18,Santa Cruz,37.0562,-122.0018
1674,2014,Santa Cruz,Condo/Co-op,66.73,428139.68,Santa Cruz,37.0562,-122.0018
1675,2014,Santa Cruz,Multi-Family (2-4 Unit),22,860136.36,Santa Cruz,37.0562,-122.0018
1676,2014,Santa Cruz,Single Family Residential,433.64,728018.18,Santa Cruz,37.0562,-122.0018
1677,2014,Santa Cruz,Townhouse,30.64,506136.36,Santa Cruz,37.0562,-122.0018
1678,2015,Santa Cruz,All Residential,605.55,730361.36,Santa Cruz,37.0562,-122.0018
1679,2015,Santa Cruz,Condo/Co-op,73.91,467000,Santa Cruz,37.0562,-122.0018
1680,2015,Santa Cruz,Multi-Family (2-4 Unit),21.09,959459.09,Santa Cruz,37.0562,-122.0018
1681,2015,Santa Cruz,Single Family Residential,482.64,783545.45,Santa Cruz,37.0562,-122.0018
1682,2015,Santa Cruz,Townhouse,27.91,582118.18,Santa Cruz,37.0562,-122.0018
1683,2016,Santa Cruz,All Residential,609.55,784093,Santa Cruz,37.0562,-122.0018
1684,2016,Santa Cruz,Condo/Co-op,73.45,522694.5,Santa Cruz,37.0562,-122.0018
1685,2016,Santa Cruz,Multi-Family (2-4 Unit),17.09,941613.64,Santa Cruz,37.0562,-122.0018
1686,2016,Santa Cruz,Single Family Residential,480.27,858550,Santa Cruz,37.0562,-122.0018
1687,2016,Santa Cruz,Townhouse,38.73,631322.32,Santa Cruz,37.0562,-122.0018
1688,2017,Santa Cruz,All Residential,568.82,837081.82,Santa Cruz,37.0562,-122.0018
1689,2017,Santa Cruz,Condo/Co-op,66.55,557345,Santa Cruz,37.0562,-122.0018
1690,2017,Santa Cruz,Multi-Family (2-4 Unit),20.6,1036480.5,Santa Cruz,37.0562,-122.0018
1691,2017,Santa Cruz,Single Family Residential,450.36,910909.09,Santa Cruz,37.0562,-122.0018
1692,2017,Santa Cruz,Townhouse,31.18,667136.36,Santa Cruz,37.0562,-122.0018
1693,2018,Santa Cruz,All Residential,614.45,883818.18,Santa Cruz,37.0562,-122.0018
1694,2018,Santa Cruz,Condo/Co-op,74.64,591936.36,Santa Cruz,37.0562,-122.0018
1695,2018,Santa Cruz,Multi-Family (2-4 Unit),22.5,1180005,Santa Cruz,37.0562,-122.0018
1696,2018,Santa Cruz,Single Family Residential,471.64,954068.18,Santa Cruz,37.0562,-122.0018
1697,2018,Santa Cruz,Townhouse,46.45,744863.64,Santa Cruz,37.0562,-122.0018
1698,2019,Santa Cruz,All Residential,649.45,892840.91,Santa Cruz,37.0562,-122.0018
1699,2019,Santa Cruz,Condo/Co-op,75.36,601727.27,Santa Cruz,37.0562,-122.0018
1700,2019,Santa Cruz,Multi-Family (2-4 Unit),20,1182727.27,Santa Cruz,37.0562,-122.0018
1701,2019,Santa Cruz,Single Family Residential,511.64,961613.64,Santa Cruz,37.0562,-122.0018
1702,2019,Santa Cruz,Townhouse,42.45,730136.36,Santa Cruz,37.0562,-122.0018
1703,2020,Santa Cruz,All Residential,490.55,970569.23,Santa Cruz,37.0562,-122.0018
1704,2020,Santa Cruz,Condo/Co-op,70.82,631136.36,Santa Cruz,37.0562,-122.0018
1705,2020,Santa Cruz,Multi-Family (2-4 Unit),14.8,1276576,Santa Cruz,37.0562,-122.0018
1706,2020,Santa Cruz,Single Family Residential,358.27,1061636.36,Santa Cruz,37.0562,-122.0018
1707,2020,Santa Cruz,Townhouse,46.55,830931.82,Santa Cruz,37.0562,-122.0018
1708,2021,Santa Cruz,All Residential,337.73,1138295.45,Santa Cruz,37.0562,-122.0018
1709,2021,Santa Cruz,Condo/Co-op,37.73,700090.91,Santa Cruz,37.0562,-122.0018
1710,2021,Santa Cruz,Multi-Family (2-4 Unit),10.64,1620875,Santa Cruz,37.0562,-122.0018
1711,2021,Santa Cruz,Single Family Residential,270,1296159.09,Santa Cruz,37.0562,-122.0018
1712,2021,Santa Cruz,Townhouse,19.36,878159.09,Santa Cruz,37.0562,-122.0018
1713,2022,Santa Cruz,All Residential,321,2395000,Santa Cruz,37.0562,-122.0018
1714,2022,Santa Cruz,Condo/Co-op,29,1570000,Santa Cruz,37.0562,-122.0018
1715,2022,Santa Cruz,Multi-Family (2-4 Unit),8,1320000,Santa Cruz,37.0562,-122.0018
1716,2022,Santa Cruz,Single Family Residential,250,2595000,Santa Cruz,37.0562,-122.0018
1717,2022,Santa Cruz,Townhouse,28,1912500,Santa Cruz,37.0562,-122.0018
1718,2012,Solano,All Residential,877.09,210112.05,Solano,38.27,-121.9329
1719,2012,Solano,Condo/Co-op,80.36,91412.59,Solano,38.27,-121.9329
1720,2012,Solano,Multi-Family (2-4 Unit),32.09,210374.14,Solano,38.27,-121.9329
1721,2012,Solano,Single Family Residential,763.55,218886.36,Solano,38.27,-121.9329
1722,2012,Solano,Townhouse,1,73000,Solano,38.27,-121.9329
1723,2013,Solano,All Residential,601.82,282338.68,Solano,38.27,-121.9329
1724,2013,Solano,Condo/Co-op,51.91,130127.27,Solano,38.27,-121.9329
1725,2013,Solano,Multi-Family (2-4 Unit),39.36,282625,Solano,38.27,-121.9329
1726,2013,Solano,Single Family Residential,510.36,292636.36,Solano,38.27,-121.9329
1727,2013,Solano,Townhouse,0,233100,Solano,38.27,-121.9329
1728,2014,Solano,All Residential,871.18,332368.18,Solano,38.27,-121.9329
1729,2014,Solano,Condo/Co-op,79.64,176809.09,Solano,38.27,-121.9329
1730,2014,Solano,Multi-Family (2-4 Unit),44.64,321972.73,Solano,38.27,-121.9329
1731,2014,Solano,Single Family Residential,746.82,341252.27,Solano,38.27,-121.9329
1732,2014,Solano,Townhouse,0,70000,Solano,38.27,-121.9329
1733,2015,Solano,All Residential,1086.82,369118.18,Solano,38.27,-121.9329
1734,2015,Solano,Condo/Co-op,72.09,221268.18,Solano,38.27,-121.9329
1735,2015,Solano,Multi-Family (2-4 Unit),52,381440.91,Solano,38.27,-121.9329
1736,2015,Solano,Single Family Residential,962.73,376681.82,Solano,38.27,-121.9329
1737,2015,Solano,Townhouse,0,346500,Solano,38.27,-121.9329
1738,2016,Solano,All Residential,1012.82,408772.73,Solano,38.27,-121.9329
1739,2016,Solano,Condo/Co-op,58.45,230818.18,Solano,38.27,-121.9329
1740,2016,Solano,Multi-Family (2-4 Unit),51.36,466000,Solano,38.27,-121.9329
1741,2016,Solano,Single Family Residential,903,417840.91,Solano,38.27,-121.9329
1742,2017,Solano,All Residential,846.82,437636.36,Solano,38.27,-121.9329
1743,2017,Solano,Condo/Co-op,61.45,265863.64,Solano,38.27,-121.9329
1744,2017,Solano,Multi-Family (2-4 Unit),33.36,493909.09,Solano,38.27,-121.9329
1745,2017,Solano,Single Family Residential,752,444436.36,Solano,38.27,-121.9329
1746,2017,Solano,Townhouse,0,402000,Solano,38.27,-121.9329
1747,2018,Solano,All Residential,948.18,473277.27,Solano,38.27,-121.9329
1748,2018,Solano,Condo/Co-op,59.82,309277.27,Solano,38.27,-121.9329
1749,2018,Solano,Multi-Family (2-4 Unit),40.73,621000,Solano,38.27,-121.9329
1750,2018,Solano,Single Family Residential,847.55,481431.82,Solano,38.27,-121.9329
1751,2018,Solano,Townhouse,0,210000,Solano,38.27,-121.9329
1752,2019,Solano,All Residential,998.73,478886.36,Solano,38.27,-121.9329
1753,2019,Solano,Condo/Co-op,75.09,308250,Solano,38.27,-121.9329
1754,2019,Solano,Multi-Family (2-4 Unit),45.45,532318.18,Solano,38.27,-121.9329
1755,2019,Solano,Single Family Residential,878.18,486036.36,Solano,38.27,-121.9329
1756,2019,Solano,Townhouse,0,255000,Solano,38.27,-121.9329
1757,2020,Solano,All Residential,690.91,523068.18,Solano,38.27,-121.9329
1758,2020,Solano,Condo/Co-op,68.45,330113.64,Solano,38.27,-121.9329
1759,2020,Solano,Multi-Family (2-4 Unit),40.18,698386.36,Solano,38.27,-121.9329
1760,2020,Solano,Single Family Residential,581.91,531750,Solano,38.27,-121.9329
1761,2020,Solano,Townhouse,0,325000,Solano,38.27,-121.9329
1762,2021,Solano,All Residential,657.82,597318.18,Solano,38.27,-121.9329
1763,2021,Solano,Condo/Co-op,42.27,374409.09,Solano,38.27,-121.9329
1764,2021,Solano,Multi-Family (2-4 Unit),36.45,722772.27,Solano,38.27,-121.9329
1765,2021,Solano,Single Family Residential,572.09,610090.91,Solano,38.27,-121.9329
1766,2021,Solano,Townhouse,7.6,513150,Solano,38.27,-121.9329
1767,2022,Solano,All Residential,783,1150000,Solano,38.27,-121.9329
1768,2022,Solano,Condo/Co-op,61,664750,Solano,38.27,-121.9329
1769,2022,Solano,Multi-Family (2-4 Unit),41,1152500,Solano,38.27,-121.9329
1770,2022,Solano,Single Family Residential,667,1184000,Solano,38.27,-121.9329
1771,2022,Solano,Townhouse,14,1130000,Solano,38.27,-121.9329
1772,2012,Sonoma,All Residential,1165,358613.64,Sonoma,38.5283,-122.8874
1773,2012,Sonoma,Condo/Co-op,98.55,171563.64,Sonoma,38.5283,-122.8874
1774,2012,Sonoma,Multi-Family (2-4 Unit),167,463995.45,Sonoma,38.5283,-122.8874
1775,2012,Sonoma,Single Family Residential,899.09,375181.82,Sonoma,38.5283,-122.8874
1776,2012,Sonoma,Townhouse,0,169000,Sonoma,38.5283,-122.8874
1777,2013,Sonoma,All Residential,907.45,443363.64,Sonoma,38.5283,-122.8874
1778,2013,Sonoma,Condo/Co-op,68.45,244840.91,Sonoma,38.5283,-122.8874
1779,2013,Sonoma,Multi-Family (2-4 Unit),123.45,559236.36,Sonoma,38.5283,-122.8874
1780,2013,Sonoma,Single Family Residential,715.55,461009.09,Sonoma,38.5283,-122.8874
1781,2014,Sonoma,All Residential,909.45,496363.64,Sonoma,38.5283,-122.8874
1782,2014,Sonoma,Condo/Co-op,70.27,288381.82,Sonoma,38.5283,-122.8874
1783,2014,Sonoma,Multi-Family (2-4 Unit),109.09,701022.73,Sonoma,38.5283,-122.8874
1784,2014,Sonoma,Single Family Residential,730.09,515996.59,Sonoma,38.5283,-122.8874
1785,2015,Sonoma,All Residential,1151.09,545399.45,Sonoma,38.5283,-122.8874
1786,2015,Sonoma,Condo/Co-op,99.45,321690.91,Sonoma,38.5283,-122.8874
1787,2015,Sonoma,Multi-Family (2-4 Unit),148.64,775204.55,Sonoma,38.5283,-122.8874
1788,2015,Sonoma,Single Family Residential,902.73,565159.09,Sonoma,38.5283,-122.8874
1789,2016,Sonoma,All Residential,1206.36,596302.27,Sonoma,38.5283,-122.8874
1790,2016,Sonoma,Condo/Co-op,120.45,357818.18,Sonoma,38.5283,-122.8874
1791,2016,Sonoma,Multi-Family (2-4 Unit),159.91,813909.09,Sonoma,38.5283,-122.8874
1792,2016,Sonoma,Single Family Residential,925.27,619795.45,Sonoma,38.5283,-122.8874
1793,2017,Sonoma,All Residential,1089.64,650819.41,Sonoma,38.5283,-122.8874
1794,2017,Sonoma,Condo/Co-op,88.18,399954.55,Sonoma,38.5283,-122.8874
1795,2017,Sonoma,Multi-Family (2-4 Unit),144.18,899431.82,Sonoma,38.5283,-122.8874
1796,2017,Sonoma,Single Family Residential,857,672955.32,Sonoma,38.5283,-122.8874
1797,2017,Sonoma,Townhouse,0,575250,Sonoma,38.5283,-122.8874
1798,2018,Sonoma,All Residential,1274.82,697307.82,Sonoma,38.5283,-122.8874
1799,2018,Sonoma,Condo/Co-op,115,428454.55,Sonoma,38.5283,-122.8874
1800,2018,Sonoma,Multi-Family (2-4 Unit),153.91,979454.55,Sonoma,38.5283,-122.8874
1801,2018,Sonoma,Single Family Residential,1005.91,710836.23,Sonoma,38.5283,-122.8874
1802,2019,Sonoma,All Residential,1427,681363.64,Sonoma,38.5283,-122.8874
1803,2019,Sonoma,Condo/Co-op,146,400068.18,Sonoma,38.5283,-122.8874
1804,2019,Sonoma,Multi-Family (2-4 Unit),162.82,970863.64,Sonoma,38.5283,-122.8874
1805,2019,Sonoma,Single Family Residential,1117.91,697314.55,Sonoma,38.5283,-122.8874
1806,2019,Sonoma,Townhouse,0,1590000,Sonoma,38.5283,-122.8874
1807,2020,Sonoma,All Residential,1286.09,726090.91,Sonoma,38.5283,-122.8874
1808,2020,Sonoma,Condo/Co-op,143.36,422136.36,Sonoma,38.5283,-122.8874
1809,2020,Sonoma,Multi-Family (2-4 Unit),156.91,1018795.45,Sonoma,38.5283,-122.8874
1810,2020,Sonoma,Single Family Residential,984.91,738954.55,Sonoma,38.5283,-122.8874
1811,2020,Sonoma,Townhouse,2,490000,Sonoma,38.5283,-122.8874
1812,2021,Sonoma,All Residential,1166.36,798084.32,Sonoma,38.5283,-122.8874
1813,2021,Sonoma,Condo/Co-op,94.91,450627.27,Sonoma,38.5283,-122.8874
1814,2021,Sonoma,Multi-Family (2-4 Unit),84.64,1070931.82,Sonoma,38.5283,-122.8874
1815,2021,Sonoma,Single Family Residential,963,824112.64,Sonoma,38.5283,-122.8874
1816,2021,Sonoma,Townhouse,25.7,543550,Sonoma,38.5283,-122.8874
1817,2022,Sonoma,All Residential,1066,1569000,Sonoma,38.5283,-122.8874
1818,2022,Sonoma,Condo/Co-op,71,889500,Sonoma,38.5283,-122.8874
1819,2022,Sonoma,Multi-Family (2-4 Unit),68,2107500,Sonoma,38.5283,-122.8874
1820,2022,Sonoma,Single Family Residential,899,1603000,Sonoma,38.5283,-122.8874
1821,2022,Sonoma,Townhouse,28,888000,Sonoma,38.5283,-122.8874
1822,2013,Stanislaus,All Residential,944.7,201895,Stanislaus,37.5591,-120.9977
1823,2013,Stanislaus,Condo/Co-op,27.1,107565,Stanislaus,37.5591,-120.9977
1824,2013,Stanislaus,Multi-Family (2-4 Unit),36.2,187147.5,Stanislaus,37.5591,-120.9977
1825,2013,Stanislaus,Single Family Residential,880.9,206375,Stanislaus,37.5591,-120.9977
1826,2013,Stanislaus,Townhouse,0.33,155583.33,Stanislaus,37.5591,-120.9977
1827,2014,Stanislaus,All Residential,1248.27,237522.73,Stanislaus,37.5591,-120.9977
1828,2014,Stanislaus,Condo/Co-op,32.82,128750,Stanislaus,37.5591,-120.9977
1829,2014,Stanislaus,Multi-Family (2-4 Unit),53.18,224363.64,Stanislaus,37.5591,-120.9977
1830,2014,Stanislaus,Single Family Residential,1159.18,241704.55,Stanislaus,37.5591,-120.9977
1831,2014,Stanislaus,Townhouse,3.14,162492.86,Stanislaus,37.5591,-120.9977
1832,2015,Stanislaus,All Residential,1318.36,264386.36,Stanislaus,37.5591,-120.9977
1833,2015,Stanislaus,Condo/Co-op,33.64,144051.73,Stanislaus,37.5591,-120.9977
1834,2015,Stanislaus,Multi-Family (2-4 Unit),56.45,235195.45,Stanislaus,37.5591,-120.9977
1835,2015,Stanislaus,Single Family Residential,1227.45,267886.36,Stanislaus,37.5591,-120.9977
1836,2015,Stanislaus,Townhouse,1.14,268642.86,Stanislaus,37.5591,-120.9977
1837,2016,Stanislaus,All Residential,1197.27,287136.36,Stanislaus,37.5591,-120.9977
1838,2016,Stanislaus,Condo/Co-op,38.27,169545.45,Stanislaus,37.5591,-120.9977
1839,2016,Stanislaus,Multi-Family (2-4 Unit),53.18,266500,Stanislaus,37.5591,-120.9977
1840,2016,Stanislaus,Single Family Residential,1104.91,291368.18,Stanislaus,37.5591,-120.9977
1841,2016,Stanislaus,Townhouse,1.33,196666.67,Stanislaus,37.5591,-120.9977
1842,2017,Stanislaus,All Residential,1033.36,310054.55,Stanislaus,37.5591,-120.9977
1843,2017,Stanislaus,Condo/Co-op,35.36,187080.91,Stanislaus,37.5591,-120.9977
1844,2017,Stanislaus,Multi-Family (2-4 Unit),43.45,299264.45,Stanislaus,37.5591,-120.9977
1845,2017,Stanislaus,Single Family Residential,952.91,315613.64,Stanislaus,37.5591,-120.9977
1846,2017,Stanislaus,Townhouse,1.5,268725,Stanislaus,37.5591,-120.9977
1847,2018,Stanislaus,All Residential,1101.27,335750,Stanislaus,37.5591,-120.9977
1848,2018,Stanislaus,Condo/Co-op,36.64,216340.91,Stanislaus,37.5591,-120.9977
1849,2018,Stanislaus,Multi-Family (2-4 Unit),39,314840.91,Stanislaus,37.5591,-120.9977
1850,2018,Stanislaus,Single Family Residential,1023.18,340431.82,Stanislaus,37.5591,-120.9977
1851,2018,Stanislaus,Townhouse,2.83,262541.67,Stanislaus,37.5591,-120.9977
1852,2019,Stanislaus,All Residential,1004.55,352500,Stanislaus,37.5591,-120.9977
1853,2019,Stanislaus,Condo/Co-op,35,224954.55,Stanislaus,37.5591,-120.9977
1854,2019,Stanislaus,Multi-Family (2-4 Unit),36.82,354590.91,Stanislaus,37.5591,-120.9977
1855,2019,Stanislaus,Single Family Residential,929,356909.09,Stanislaus,37.5591,-120.9977
1856,2019,Stanislaus,Townhouse,3.7,226225,Stanislaus,37.5591,-120.9977
1857,2020,Stanislaus,All Residential,602.64,388096.27,Stanislaus,37.5591,-120.9977
1858,2020,Stanislaus,Condo/Co-op,26.36,232818.18,Stanislaus,37.5591,-120.9977
1859,2020,Stanislaus,Multi-Family (2-4 Unit),27.73,391772.73,Stanislaus,37.5591,-120.9977
1860,2020,Stanislaus,Single Family Residential,547.73,392477.27,Stanislaus,37.5591,-120.9977
1861,2020,Stanislaus,Townhouse,0.86,288246.43,Stanislaus,37.5591,-120.9977
1862,2021,Stanislaus,All Residential,471,457943.18,Stanislaus,37.5591,-120.9977
1863,2021,Stanislaus,Condo/Co-op,13.64,271500,Stanislaus,37.5591,-120.9977
1864,2021,Stanislaus,Multi-Family (2-4 Unit),38.55,498454.55,Stanislaus,37.5591,-120.9977
1865,2021,Stanislaus,Single Family Residential,417.55,462613.64,Stanislaus,37.5591,-120.9977
1866,2021,Stanislaus,Townhouse,1.22,363611.11,Stanislaus,37.5591,-120.9977
1867,2022,Stanislaus,All Residential,611,899000,Stanislaus,37.5591,-120.9977
1868,2022,Stanislaus,Condo/Co-op,7,560000,Stanislaus,37.5591,-120.9977
1869,2022,Stanislaus,Multi-Family (2-4 Unit),62,1019000,Stanislaus,37.5591,-120.9977
1870,2022,Stanislaus,Single Family Residential,542,910000,Stanislaus,37.5591,-120.9977
1871,2022,Stanislaus,Townhouse,0,275000,Stanislaus,37.5591,-120.9977
1872,2012,Sutter,All Residential,2.18,170272.73,Sutter,39.0346,-121.6948
1873,2012,Sutter,Single Family Residential,2.18,170272.73,Sutter,39.0346,-121.6948
1874,2013,Sutter,All Residential,2.27,210545.45,Sutter,39.0346,-121.6948
1875,2013,Sutter,Single Family Residential,2.27,210545.45,Sutter,39.0346,-121.6948
1876,2014,Sutter,All Residential,2.18,233159.09,Sutter,39.0346,-121.6948
1877,2014,Sutter,Condo/Co-op,0,115000,Sutter,39.0346,-121.6948
1878,2014,Sutter,Single Family Residential,2.18,233977.27,Sutter,39.0346,-121.6948
1879,2015,Sutter,All Residential,1.18,247590.91,Sutter,39.0346,-121.6948
1880,2015,Sutter,Condo/Co-op,0,180000,Sutter,39.0346,-121.6948
1881,2015,Sutter,Single Family Residential,1.18,247613.64,Sutter,39.0346,-121.6948
1882,2016,Sutter,All Residential,2.18,286363.64,Sutter,39.0346,-121.6948
1883,2016,Sutter,Condo/Co-op,0,115000,Sutter,39.0346,-121.6948
1884,2016,Sutter,Multi-Family (2-4 Unit),0,595000,Sutter,39.0346,-121.6948
1885,2016,Sutter,Single Family Residential,2.18,287681.82,Sutter,39.0346,-121.6948
1886,2017,Sutter,All Residential,1.73,297554.55,Sutter,39.0346,-121.6948
1887,2017,Sutter,Condo/Co-op,0,75500,Sutter,39.0346,-121.6948
1888,2017,Sutter,Multi-Family (2-4 Unit),0,318000,Sutter,39.0346,-121.6948
1889,2017,Sutter,Single Family Residential,1.27,297918.18,Sutter,39.0346,-121.6948
1890,2018,Sutter,All Residential,1.18,326631.82,Sutter,39.0346,-121.6948
1891,2018,Sutter,Condo/Co-op,0,234750,Sutter,39.0346,-121.6948
1892,2018,Sutter,Multi-Family (2-4 Unit),0,1100000,Sutter,39.0346,-121.6948
1893,2018,Sutter,Single Family Residential,1.18,326813.64,Sutter,39.0346,-121.6948
